date,product_id,sales,category,region,price,discount,rating,views,clicks,cost_price,selling price,predicted price,country
2038-10-13,P006,74,B,East,86.42,37.8,1,480,98,48.620000000000005,53.753240000000005,86.42000000009247,Bangladesh
2038-10-14,P016,59,E,North,62.28,29.64,5,4390,319,32.64,43.820208,62.27999999986747,Bhutan
2038-10-15,P004,67,C,North,71.09,13.08,5,2458,317,58.010000000000005,61.791428,71.08999999989629,Nepal
2038-10-16,P007,76,B,South,58.11,24.96,1,2510,225,33.15,43.605744,58.110000000142506,Indonesia
2038-10-17,P016,72,A,West,13.98,3.45,5,3428,51,10.53,13.49769,13.979999999768085,Iran
2038-10-18,P004,63,C,West,72.7,6.63,2,1280,307,66.07000000000001,67.87999,72.69999999996011,Iran
2038-10-19,P007,71,C,West,99.69,19.6,5,2351,85,80.09,80.15075999999999,99.68999999984234,Iran
2038-10-20,P002,56,D,South,30.5,8.87,5,1462,293,21.630000000000003,27.79465,30.49999999983161,Sri Lanka
2038-10-21,P008,83,C,West,98.39,24.93,3,867,273,73.46000000000001,73.861373,98.38999999990958,Iran
2038-10-22,P010,69,C,North,99.8,30.05,5,3332,25,69.75,69.8101,99.79999999995104,India
2038-10-23,P002,82,E,East,22.74,4.69,2,1945,378,18.05,21.673494,22.740000000076183,Myanmar
2038-10-24,P006,66,C,West,93.35,9.68,4,1809,376,83.66999999999999,84.31371999999999,93.34999999985256,Pakistan
2038-10-25,P004,66,B,South,70.8,13.81,3,4825,268,56.99,61.02252,70.80000000005876,Indonesia
2038-10-26,P001,63,A,North,51.97,7.63,5,2305,169,44.34,48.004689,51.96999999990007,Bhutan
2038-10-27,P006,80,E,West,41.02,13.06,2,1802,496,27.96,35.662788000000006,41.02000000000178,Pakistan
2038-10-28,P012,64,E,West,66.68,1.18,2,3908,82,65.5,65.89317600000001,66.67999999989837,Pakistan
2038-10-29,P014,77,E,North,85.85,42.69,3,2249,492,43.16,49.200635,85.85000000005587,Nepal
2038-10-30,P015,67,E,South,13.07,4.38,5,4769,348,8.690000000000001,12.497534,13.069999999748836,Indonesia
2038-10-31,P018,51,D,East,58.19,34.38,1,500,444,23.809999999999995,38.18427799999999,58.19000000020724,Thailand
2038-11-01,P017,65,E,North,68.52,12.26,5,3501,338,56.26,60.119448,68.51999999982795,Bhutan
2038-11-02,P009,59,D,East,12.3,4.55,5,694,497,7.750000000000001,11.74035,12.29999999989984,Thailand
2038-11-03,P015,71,D,West,90.02,3.02,2,4179,479,87.0,87.301396,90.01999999987575,Iran
2038-11-04,P018,59,C,North,95.66,17.65,4,290,290,78.00999999999999,78.77601,95.65999999995438,India
2038-11-05,P018,80,A,West,65.12,29.0,5,2841,375,36.120000000000005,46.235200000000006,65.11999999983956,Afghanistan
2038-11-06,P005,70,C,West,20.53,2.13,2,4818,471,18.4,20.092711,20.530000000043795,Pakistan
2038-11-07,P016,69,D,West,93.92,17.13,2,4945,205,76.79,77.831504,93.91999999988364,Afghanistan
2038-11-08,P009,77,C,West,82.45,32.71,5,136,427,49.74,55.480605,82.44999999977847,Iran
2038-11-09,P003,81,B,West,12.57,3.08,4,1198,171,9.49,12.182844,12.569999999883414,Afghanistan
2038-11-10,P012,71,E,South,62.12,8.43,2,3946,75,53.69,56.883284,62.11999999998656,Maldives
2038-11-11,P014,63,E,West,20.31,7.55,2,1697,158,12.759999999999998,18.776595,20.309999999973574,Pakistan
2038-11-12,P001,53,D,North,22.7,10.8,4,3966,151,11.9,20.2484,22.700000000008718,India
2038-11-13,P009,64,C,East,27.33,13.26,2,4167,61,14.07,23.706042,27.3300000001295,Thailand
2038-11-14,P009,65,B,North,45.66,24.22,3,2425,436,21.44,34.601147999999995,45.66000000006075,Bhutan
2038-11-15,P020,72,B,North,88.87,15.55,2,1823,147,73.32000000000001,75.050715,88.87000000008851,Bhutan
2038-11-16,P013,67,B,South,12.8,4.68,1,210,227,8.120000000000001,12.20096,12.80000000011503,Maldives
2038-11-17,P008,78,D,West,72.03,26.62,3,2732,412,45.41,52.855614,72.02999999997999,Afghanistan
2038-11-18,P011,65,C,East,96.81,4.03,3,2510,158,92.78,92.908557,96.81000000001792,Thailand
2038-11-19,P014,70,B,East,67.71,13.71,1,4982,181,53.99999999999999,58.426959,67.71000000016011,Thailand
2038-11-20,P016,83,B,West,83.4,23.18,3,365,287,60.220000000000006,64.06788,83.39999999994794,Afghanistan
2038-11-21,P011,74,C,East,91.16,38.75,1,133,125,52.41,55.8355,91.16000000010747,Thailand
2038-11-22,P019,70,C,South,74.33,9.58,4,4518,140,64.75,67.209186,74.32999999979151,Indonesia
2038-11-23,P010,65,E,West,69.39,9.03,4,2293,23,60.36,63.124083,69.38999999984912,Afghanistan
2038-11-24,P008,64,A,East,11.62,5.02,4,353,295,6.6,11.036676,11.619999999953556,Thailand
2038-11-25,P011,62,A,North,56.7,28.56,1,4490,230,28.140000000000004,40.50648,56.70000000018607,India
2038-11-26,P008,65,B,East,52.23,11.0,4,616,375,41.23,46.4847,52.22999999992621,Thailand
2038-11-27,P020,78,C,North,57.04,10.93,5,4736,117,46.11,50.805528,57.03999999980458,Bhutan
2038-11-28,P010,69,E,West,48.92,8.65,5,2462,350,40.27,44.68842,48.91999999979056,Afghanistan
2038-11-29,P017,57,D,North,91.59,10.7,4,4709,260,80.89,81.78987000000001,91.58999999983286,Bhutan
2038-11-30,P011,88,A,North,90.01,11.57,2,2326,83,78.44,79.595843,90.01000000010094,Nepal
2038-12-01,P012,74,A,South,21.31,5.18,2,786,86,16.13,20.206142,21.310000000053645,Sri Lanka
2038-12-02,P010,57,C,South,57.96,15.49,5,1526,375,42.47,48.981996,57.95999999984214,Sri Lanka
2038-12-03,P020,66,D,West,96.36,50.85,4,3031,253,45.51,47.36093999999999,96.35999999988294,Afghanistan
2038-12-04,P017,72,A,South,63.88,16.5,5,1869,138,47.38,53.3398,63.87999999987485,Maldives
2038-12-05,P003,88,E,West,82.15,16.27,4,1637,19,65.88000000000001,68.78419500000001,82.14999999988424,Afghanistan
2038-12-06,P007,60,A,South,43.6,13.76,4,4682,142,29.840000000000003,37.60064,43.59999999994309,Maldives
2038-12-07,P003,80,C,North,43.95,11.93,4,3609,394,32.02,38.706765,43.95000000004277,India
2038-12-08,P017,85,C,West,39.31,4.89,2,1418,12,34.42,37.387741000000005,39.31000000001468,Afghanistan
2038-12-09,P008,64,D,North,11.97,6.26,3,2885,472,5.710000000000001,11.220678,11.97000000003474,India
2038-12-10,P019,68,A,East,93.24,35.04,3,2052,479,58.2,60.568704,93.24000000010956,Bangladesh
2038-12-11,P014,60,D,West,41.47,4.93,4,1484,238,36.54,39.425529,41.46999999985009,Pakistan
2038-12-12,P005,69,A,West,43.04,4.21,3,4710,359,38.83,41.228016,43.03999999997976,Afghanistan
2038-12-13,P019,70,B,West,78.36,43.11,1,280,346,35.25,44.579004,78.36000000011572,Pakistan
2038-12-14,P013,77,A,South,57.42,7.28,5,636,105,50.14,53.239824,57.41999999986391,Maldives
2038-12-15,P018,82,C,East,42.58,16.53,3,3000,224,26.05,35.541526,42.58000000007148,Myanmar
2038-12-16,P011,63,C,South,89.53,54.23,5,348,346,35.300000000000004,40.977881,89.52999999985039,Maldives
2038-12-17,P012,51,B,South,84.28,21.41,2,2874,387,62.870000000000005,66.235652,84.28000000002396,Indonesia
2038-12-18,P008,70,A,East,97.91,8.77,4,1203,290,89.14,89.32329299999999,97.90999999993376,Myanmar
2038-12-19,P012,74,A,West,67.69,9.65,2,1326,387,58.04,61.157915,67.68999999999204,Pakistan
2038-12-20,P001,73,C,South,72.11,17.15,1,2808,492,54.96,59.743135,72.11000000015869,Indonesia
2038-12-21,P018,67,B,East,39.2,21.71,2,1740,199,17.490000000000002,30.689680000000003,39.20000000014904,Myanmar
2038-12-22,P002,72,C,North,18.96,6.18,1,1741,341,12.78,17.788272,18.96000000011933,India
2038-12-23,P012,86,B,West,19.53,14.45,1,267,138,5.080000000000002,16.707915,19.53000000008319,Iran
2038-12-24,P019,74,C,North,68.13,39.03,1,522,414,29.099999999999994,41.538861,68.13000000017934,Nepal
2038-12-25,P007,67,E,West,20.19,7.31,4,3299,69,12.880000000000004,18.714111000000003,20.189999999871617,Pakistan
2038-12-26,P007,66,A,West,91.6,30.28,2,2707,365,61.31999999999999,63.86352,91.6000000000566,Iran
2038-12-27,P001,69,D,East,73.35,11.94,3,1356,370,61.41,64.59200999999999,73.34999999995873,Bangladesh
2038-12-28,P018,87,E,East,30.36,14.05,1,3328,390,16.31,26.09442,30.36000000017982,Thailand
2038-12-29,P008,69,C,North,35.13,8.41,4,646,492,26.72,32.175567,35.12999999991168,India
2038-12-30,P010,70,B,North,73.9,13.61,1,4095,160,60.290000000000006,63.84221000000001,73.90000000014876,India
2038-12-31,P001,66,D,South,84.17,44.94,5,4522,302,39.23,46.344002,84.17000000009008,Indonesia
2039-01-01,P015,81,B,South,85.55,4.97,3,908,27,80.58,81.298165,85.54999999998915,Maldives
2039-01-02,P015,90,B,West,64.09,32.12,2,1204,32,31.97000000000001,43.50429200000001,64.09000000004949,Pakistan
2039-01-03,P004,75,A,North,23.97,14.04,4,352,441,9.93,20.604612,23.969999999903816,India
2039-01-04,P010,71,C,South,83.65,24.66,1,1024,353,58.99000000000001,63.021910000000005,83.65000000007089,Sri Lanka
2039-01-05,P008,71,A,East,81.25,2.36,3,2565,261,78.89,79.3325,81.25000000003402,Bangladesh
2039-01-06,P014,47,B,East,85.18,42.67,2,4733,46,42.510000000000005,48.833694,85.180000000141,Myanmar
2039-01-07,P013,78,A,North,24.19,4.22,1,4329,278,19.97,23.169182000000003,24.19000000012472,India
2039-01-08,P017,72,E,East,71.59,3.98,3,159,106,67.61,68.740718,71.5900000000272,Thailand
2039-01-09,P007,75,B,South,96.42,42.87,4,4745,61,53.55,55.084746,96.42000000008892,Sri Lanka
2039-01-10,P006,63,B,South,33.05,3.4,5,682,159,29.65,31.9263,33.04999999982041,Sri Lanka
2039-01-11,P009,67,E,North,74.51,10.79,3,249,363,63.720000000000006,66.470371,74.50999999991188,India
2039-01-12,P020,66,B,South,33.3,10.56,3,4694,43,22.739999999999995,29.78352,33.29999999982865,Indonesia
2039-01-13,P020,81,D,North,37.64,13.39,2,328,369,24.25,32.600004,37.64000000010511,Nepal
2039-01-14,P008,67,D,South,53.67,24.58,3,4707,326,29.090000000000003,40.477914,53.67000000003973,Maldives
2039-01-15,P014,91,C,South,90.55,24.11,1,4378,290,66.44,68.718395,90.55000000012969,Maldives
2039-01-16,P020,75,C,South,13.48,2.74,4,1554,428,10.74,13.110648,13.479999999933865,Maldives
2039-01-17,P003,58,A,North,99.07,1.97,5,1049,301,97.1,97.118321,99.0699999998111,Bhutan
2039-01-18,P013,69,A,North,79.49,27.98,4,3663,469,51.50999999999999,57.248698,79.49000000001038,Bhutan
2039-01-19,P009,64,E,South,42.38,11.54,5,3570,167,30.840000000000003,37.489348,42.3799999998379,Maldives
2039-01-20,P009,48,E,South,41.87,12.84,1,4530,371,29.03,36.493892,41.87000000005267,Indonesia
2039-01-21,P011,86,B,South,53.47,15.92,1,834,462,37.55,44.957576,53.47000000008234,Maldives
2039-01-22,P006,77,C,East,88.79,7.64,1,2379,470,81.15,82.006444,88.79000000014304,Thailand
2039-01-23,P012,76,C,West,11.61,1.86,2,3504,196,9.75,11.394054,11.609999999963264,Iran
2039-01-24,P004,72,C,West,59.34,10.65,1,2334,221,48.690000000000005,53.02029,59.34000000007008,Pakistan
2039-01-25,P004,56,C,East,15.05,1.63,2,1558,460,13.420000000000002,14.804685,15.050000000079798,Thailand
2039-01-26,P017,65,A,West,20.4,9.21,3,3541,374,11.189999999999998,18.52116,20.39999999988497,Iran
2039-01-27,P007,79,D,West,72.16,4.29,5,584,63,67.86999999999999,69.064336,72.15999999977666,Pakistan
2039-01-28,P006,60,E,West,31.09,12.24,1,3267,242,18.85,27.284584,31.09000000006103,Iran
2039-01-29,P020,45,E,South,13.74,7.28,5,1123,194,6.46,12.739728,13.739999999860402,Maldives
2039-01-30,P008,68,C,East,24.78,5.73,3,1209,355,19.05,23.360106,24.780000000012546,Myanmar
2039-01-31,P007,69,C,South,28.78,14.16,2,1346,313,14.62,24.704752,28.78000000003254,Indonesia
2039-02-01,P008,72,A,West,79.28,9.74,2,2526,269,69.54,71.558128,79.28000000000276,Pakistan
2039-02-02,P009,78,A,East,66.24,19.48,1,2846,170,46.75999999999999,53.336448,66.24000000021564,Thailand
2039-02-03,P001,77,E,East,76.16,33.5,4,3986,192,42.66,50.6464,76.16000000015637,Myanmar
2039-02-04,P003,73,C,South,43.28,12.74,2,2593,250,30.54,37.766128,43.28000000006816,Sri Lanka
2039-02-05,P018,82,C,North,20.18,10.05,3,4582,495,10.13,18.15191,20.17999999998588,Bhutan
2039-02-06,P019,55,E,East,82.48,23.62,1,1262,312,58.86,62.998224,82.48000000016225,Thailand
2039-02-07,P011,75,A,North,22.64,6.68,2,1223,159,15.96,21.127648,22.6400000000789,Nepal
2039-02-08,P016,76,E,West,44.44,25.69,2,2598,420,18.75,33.023364,44.439999999998,Iran
2039-02-09,P018,58,A,East,33.61,8.21,5,3641,31,25.4,30.850619,33.60999999988876,Thailand
2039-02-10,P006,55,A,North,36.69,3.25,2,1911,481,33.44,35.497575,36.69000000006832,India
2039-02-11,P002,63,A,North,64.17,43.15,2,388,282,21.020000000000003,36.480645,64.17000000001076,Nepal
2039-02-12,P004,64,C,South,24.79,11.19,4,1467,485,13.6,22.015999,24.78999999992703,Maldives
2039-02-13,P005,78,E,North,50.13,12.61,5,523,361,37.52,43.808607,50.12999999979039,India
2039-02-14,P014,64,A,West,67.48,7.95,4,4893,352,59.53,62.11534,67.47999999977225,Pakistan
2039-02-15,P001,62,D,West,88.2,16.85,5,1815,424,71.35,73.3383,88.1999999998171,Pakistan
2039-02-16,P014,64,A,East,43.41,9.56,1,4374,454,33.849999999999994,39.260004,43.4100000001682,Myanmar
2039-02-17,P013,81,A,South,38.68,13.05,5,4259,169,25.63,33.63226,38.67999999986669,Indonesia
2039-02-18,P016,70,A,South,43.11,7.78,2,3344,306,35.33,39.756042,43.109999999999566,Indonesia
2039-02-19,P004,68,B,South,55.07,9.53,2,541,219,45.54,49.821829,55.06999999997275,Maldives
2039-02-20,P006,69,D,West,38.18,8.44,3,4656,353,29.74,34.957608,38.17999999996446,Pakistan
2039-02-21,P009,83,C,North,32.54,7.78,2,1837,466,24.76,30.008388,32.54000000007055,India
2039-02-22,P001,63,E,West,43.78,15.23,4,1749,251,28.55,37.112306,43.77999999988026,Iran
2039-02-23,P017,83,E,West,80.0,31.76,3,1009,220,48.24,54.592,79.9999999999404,Pakistan
2039-02-24,P004,72,E,North,32.75,9.48,1,3452,116,23.27,29.6453,32.75000000016089,Nepal
2039-02-25,P006,68,C,West,86.02,8.46,3,2914,411,77.56,78.742708,86.01999999993689,Iran
2039-02-26,P016,95,A,East,35.66,13.34,3,4447,169,22.32,30.902956,35.66000000010575,Bangladesh
2039-02-27,P007,59,D,East,64.28,37.24,2,3984,131,27.04,40.342128,64.2800000002004,Myanmar
2039-02-28,P005,66,E,East,97.39,9.17,1,2661,231,88.22,88.459337,97.39000000013876,Myanmar
2039-03-01,P009,58,B,East,95.66,5.89,3,512,158,89.77,90.025626,95.65999999997264,Thailand
2039-03-02,P019,79,B,East,49.12,22.7,4,1857,353,26.42,37.96976,49.120000000039454,Bangladesh
2039-03-03,P001,87,D,South,16.08,6.46,5,1940,405,9.619999999999996,15.041232,16.07999999987693,Sri Lanka
2039-03-04,P008,87,E,West,91.24,25.35,3,3659,271,65.88999999999999,68.11066,91.23999999999802,Afghanistan
2039-03-05,P020,82,A,North,21.42,4.29,3,1426,97,17.130000000000003,20.501082,21.42000000006645,Bhutan
2039-03-06,P004,68,E,South,93.12,26.58,1,1497,48,66.54,68.36870400000001,93.120000000071,Sri Lanka
2039-03-07,P017,66,A,North,75.94,25.51,3,698,492,50.42999999999999,56.567706,75.94000000004417,India
2039-03-08,P001,53,E,West,94.08,43.26,5,4577,72,50.82,53.380992,94.07999999999052,Iran
2039-03-09,P002,90,B,South,69.89,7.45,5,3070,176,62.44,64.683195,69.88999999992541,Indonesia
2039-03-10,P014,75,C,North,99.56,19.35,3,1429,312,80.21000000000001,80.29514,99.55999999999428,India
2039-03-11,P002,65,D,East,52.03,15.52,3,1506,199,36.510000000000005,43.954944,52.029999999987375,Myanmar
2039-03-12,P001,83,A,South,39.67,15.57,1,2252,499,24.1,33.493381,39.6700000001648,Indonesia
2039-03-13,P013,60,C,East,45.4,13.08,4,4177,404,32.32,39.46168,45.39999999998629,Bangladesh
2039-03-14,P008,74,A,South,41.53,14.49,1,641,90,27.04,35.512303,41.53000000008471,Maldives
2039-03-15,P009,68,D,West,46.07,14.21,2,138,207,31.86,39.523453,46.06999999996466,Pakistan
2039-03-16,P020,76,C,South,89.67,12.93,1,545,176,76.74000000000001,78.075669,89.67000000011879,Sri Lanka
2039-03-17,P002,69,C,West,63.29,30.05,4,4035,340,33.239999999999995,44.271355,63.29000000003301,Iran
2039-03-18,P017,55,D,South,75.31,7.17,5,2785,363,68.14,69.910273,75.30999999977459,Indonesia
2039-03-19,P006,71,D,West,35.91,1.67,3,2703,243,34.239999999999995,35.310303,35.909999999928715,Pakistan
2039-03-20,P003,80,A,East,99.09,42.48,5,569,335,56.61000000000001,56.996568,99.08999999983894,Thailand
2039-03-21,P020,69,C,West,35.27,6.22,2,4181,189,29.050000000000004,33.076206000000006,35.26999999984009,Pakistan
2039-03-22,P017,78,D,East,24.31,6.89,4,2897,354,17.419999999999998,22.635041,24.30999999998553,Thailand
2039-03-23,P006,59,A,South,80.04,32.4,3,1489,106,47.64000000000001,54.107040000000005,80.03999999998939,Maldives
2039-03-24,P008,69,E,South,85.52,7.67,3,224,232,77.85,78.960616,85.5199999998816,Maldives
2039-03-25,P014,64,D,South,45.44,11.88,4,3169,243,33.559999999999995,40.041728,45.43999999987292,Maldives
2039-03-26,P010,77,C,South,58.7,11.55,5,2419,310,47.150000000000006,51.92015,58.69999999985351,Indonesia
2039-03-27,P020,70,E,East,47.27,14.0,2,610,346,33.27,40.6522,47.27000000012444,Myanmar
2039-03-28,P010,77,D,North,36.45,18.18,4,3879,177,18.270000000000003,29.823390000000003,36.44999999999334,Bhutan
2039-03-29,P015,81,B,North,83.2,8.42,3,1888,487,74.78,76.19456,83.19999999999231,Nepal
2039-03-30,P008,77,C,West,78.13,20.12,2,432,346,58.00999999999999,62.41024399999999,78.12999999995347,Iran
2039-03-31,P011,72,C,South,53.68,29.79,1,3372,68,23.89,37.688728,53.68000000013711,Indonesia
2039-04-01,P016,60,A,South,51.0,8.29,2,557,498,42.71,46.7721,51.0000000000616,Maldives
2039-04-02,P003,70,B,North,26.21,14.57,1,2693,473,11.64,22.391203,26.210000000203213,Nepal
2039-04-03,P015,64,D,North,67.35,8.33,2,4365,105,59.02,61.73974499999999,67.34999999999206,Nepal
2039-04-04,P013,66,B,South,93.13,7.4,2,4016,294,85.72999999999999,86.23837999999999,93.12999999997932,Sri Lanka
2039-04-05,P011,66,D,South,74.7,20.22,5,4608,134,54.48,59.59566,74.69999999984896,Sri Lanka
2039-04-06,P014,60,A,North,55.56,15.07,1,1236,197,40.49,47.187108,55.560000000139055,India
2039-04-07,P007,50,E,East,13.48,6.7,5,2599,288,6.78,12.57684,13.479999999908244,Bangladesh
2039-04-08,P019,63,B,South,93.73,34.61,4,157,53,59.120000000000005,61.290047,93.72999999997056,Maldives
2039-04-09,P015,72,C,North,37.72,7.54,1,426,481,30.18,34.875912,37.72000000013016,Nepal
2039-04-10,P006,56,D,East,37.0,5.72,1,1030,234,31.28,34.8836,37.00000000008946,Myanmar
2039-04-11,P020,70,B,North,52.26,23.82,4,3399,470,28.44,39.811668,52.25999999996132,Nepal
2039-04-12,P007,89,D,South,48.62,14.1,4,1376,106,34.52,41.76458,48.6199999999011,Maldives
2039-04-13,P014,80,B,West,96.61,30.88,3,4326,413,65.73,66.776832,96.609999999964,Iran
2039-04-14,P004,86,C,North,24.85,12.27,4,902,441,12.580000000000002,21.800905,24.849999999908828,Bhutan
2039-04-15,P009,73,D,West,72.02,24.97,5,221,241,47.05,54.036606,72.01999999977738,Pakistan
2039-04-16,P007,81,D,West,19.61,6.32,3,4030,61,13.29,18.370648,19.60999999996332,Afghanistan
2039-04-17,P015,62,E,South,34.92,3.46,2,4649,301,31.46,33.711768,34.919999999899524,Indonesia
2039-04-18,P003,63,A,East,74.99,9.97,2,1193,12,65.02,67.513497,74.99000000004582,Myanmar
2039-04-19,P005,42,B,West,82.36,49.96,5,4823,354,32.4,41.212944,82.35999999997588,Pakistan
2039-04-20,P017,81,C,East,52.2,38.93,2,2090,126,13.270000000000003,31.878540000000005,52.20000000017773,Myanmar
2039-04-21,P001,85,E,South,81.04,31.65,3,115,248,49.39000000000001,55.39084,81.0399999998373,Maldives
2039-04-22,P001,64,E,South,94.16,15.38,3,653,144,78.78,79.678192,94.15999999987535,Sri Lanka
2039-04-23,P016,67,A,South,94.22,23.29,5,3140,478,70.93,72.276162,94.21999999985556,Sri Lanka
2039-04-24,P014,62,C,East,40.82,13.21,3,2560,208,27.61,35.427678,40.82000000004261,Myanmar
2039-04-25,P011,73,B,North,38.09,3.62,1,3318,293,34.470000000000006,36.711142,38.0900000001234,India
2039-04-26,P014,81,D,West,75.38,26.98,1,3302,205,48.39999999999999,55.04247599999999,75.38000000006252,Afghanistan
2039-04-27,P008,52,A,South,68.87,20.18,5,2848,117,48.690000000000005,54.972034,68.8699999998696,Sri Lanka
2039-04-28,P019,74,D,West,45.3,25.59,3,2100,384,19.71,33.70773,45.299999999942266,Pakistan
2039-04-29,P002,67,E,East,30.58,2.9,2,2860,88,27.68,29.69318,30.580000000096344,Thailand
2039-04-30,P010,71,D,East,65.66,13.07,2,883,248,52.59,57.078238,65.6600000000445,Thailand
2039-05-01,P005,74,B,West,48.72,29.42,5,2203,442,19.3,34.386576,48.71999999989951,Pakistan
2039-05-02,P015,67,B,North,21.89,1.96,3,826,407,19.93,21.460956,21.890000000026987,India
2039-05-03,P001,68,D,South,67.53,30.24,5,1039,112,37.290000000000006,47.108928000000006,67.52999999981813,Indonesia
2039-05-04,P002,67,D,North,72.79,40.1,2,3208,93,32.690000000000005,43.60121,72.79000000018152,Nepal
2039-05-05,P019,79,A,West,42.78,9.82,5,2192,457,32.96,38.579004,42.7799999998164,Pakistan
2039-05-06,P017,74,B,South,84.88,14.03,2,1054,326,70.85,72.971336,84.88000000003345,Maldives
2039-05-07,P015,72,D,South,16.63,2.36,3,818,289,14.27,16.237531999999998,16.629999999976135,Maldives
2039-05-08,P018,57,C,West,54.63,18.83,2,217,10,35.800000000000004,44.343171,54.63000000004595,Iran
2039-05-09,P008,66,A,South,96.07,17.5,3,2432,283,78.57,79.25774999999999,96.06999999998706,Indonesia
2039-05-10,P014,78,A,North,27.14,9.29,1,574,384,17.85,24.618694,27.140000000151403,India
2039-05-11,P008,70,A,East,25.51,12.96,2,2384,120,12.55,22.203904,25.510000000132724,Bangladesh
2039-05-12,P008,76,A,East,44.08,21.31,5,3483,78,22.77,34.686552,44.08000000001273,Bangladesh
2039-05-13,P019,87,D,West,34.13,5.52,2,668,376,28.610000000000003,32.246024000000006,34.13000000000932,Afghanistan
2039-05-14,P013,80,E,East,29.94,12.66,2,215,33,17.28,26.149596000000003,29.940000000070725,Thailand
2039-05-15,P005,70,C,East,95.49,10.83,2,4825,185,84.66,85.148433,95.49000000019296,Thailand
2039-05-16,P010,64,E,West,41.04,15.61,4,1592,173,25.43,34.633656,41.03999999986167,Pakistan
2039-05-17,P007,44,E,West,15.39,3.97,1,2280,355,11.42,14.779017,15.390000000034911,Afghanistan
2039-05-18,P009,68,D,South,90.98,47.75,1,3181,266,43.23,47.53705,90.98000000018212,Sri Lanka
2039-05-19,P014,66,A,West,50.34,11.08,3,3743,131,39.260000000000005,44.762328,50.33999999988849,Afghanistan
2039-05-20,P006,73,A,North,76.23,9.79,3,1927,27,66.44,68.767083,76.23000000001403,India
2039-05-21,P010,68,D,West,43.06,21.16,2,2563,198,21.9,33.948504,43.060000000006376,Afghanistan
2039-05-22,P001,66,D,South,94.17,6.47,3,4092,230,87.7,88.077201,94.17000000003937,Sri Lanka
2039-05-23,P011,51,B,South,35.9,18.09,4,3757,452,17.81,29.40569,35.899999999927466,Maldives
2039-05-24,P008,60,A,West,69.65,13.27,2,400,134,56.38000000000001,60.40744500000001,69.64999999998273,Pakistan
2039-05-25,P006,74,C,North,84.19,12.14,2,4057,176,72.05,73.969334,84.19000000012457,India
2039-05-26,P017,86,B,South,31.41,4.42,5,4380,442,26.99,30.021678,31.40999999980044,Maldives
2039-05-27,P004,68,E,North,82.14,11.57,3,4199,24,70.57,72.636402,82.14000000006709,Nepal
2039-05-28,P006,72,A,South,81.3,8.48,4,3291,423,72.82,74.40576,81.29999999994473,Sri Lanka
2039-05-29,P015,79,D,East,96.78,17.88,1,911,164,78.9,79.475736,96.78000000014478,Myanmar
2039-05-30,P010,61,D,South,93.05,47.6,2,570,43,45.45,48.7582,93.05000000001571,Indonesia
2039-05-31,P017,73,D,South,44.97,13.66,2,4810,16,31.31,38.827098,44.96999999993562,Indonesia
2039-06-01,P010,62,A,South,63.15,16.36,4,860,136,46.79,52.81866,63.149999999910335,Maldives
2039-06-02,P005,78,C,South,93.28,4.89,4,4052,17,88.39,88.718608,93.27999999997454,Sri Lanka
2039-06-03,P019,71,D,South,10.39,2.36,1,1083,174,8.030000000000001,10.144796,10.390000000114462,Maldives
2039-06-04,P007,72,A,West,66.46,28.14,4,638,39,38.31999999999999,47.758156,66.45999999988621,Afghanistan
2039-06-05,P019,61,E,West,29.38,3.36,5,4866,179,26.02,28.392832,29.379999999581003,Iran
2039-06-06,P010,76,B,North,76.49,21.82,1,3806,361,54.67,59.799882,76.49000000018859,Nepal
2039-06-07,P019,90,A,East,81.68,33.31,4,4484,46,48.370000000000005,54.472392,81.68000000008283,Myanmar
2039-06-08,P011,59,A,West,74.17,35.13,3,1047,473,39.04,48.114079,74.1699999999764,Afghanistan
2039-06-09,P003,66,D,East,99.65,15.06,3,3076,198,84.59,84.64271000000001,99.65000000007244,Bangladesh
2039-06-10,P011,71,B,North,53.13,3.61,1,3346,216,49.52,51.212007,53.13000000011319,Nepal
2039-06-11,P006,77,B,North,60.52,20.51,3,4475,61,40.010000000000005,48.107348,60.5200000001209,India
2039-06-12,P006,63,D,South,46.81,23.23,2,4758,398,23.58,35.936037,46.81000000012512,Sri Lanka
2039-06-13,P015,41,C,West,97.66,27.38,5,2275,84,70.28,70.920692,97.65999999978612,Iran
2039-06-14,P003,83,A,South,93.05,27.33,4,4754,423,65.72,67.619435,93.05000000012072,Sri Lanka
2039-06-15,P011,77,D,South,98.8,13.63,2,2157,26,85.17,85.33355999999999,98.80000000003416,Indonesia
2039-06-16,P008,51,C,North,98.64,15.43,2,3430,267,83.21000000000001,83.419848,98.64000000006168,Nepal
2039-06-17,P008,63,D,South,90.59,42.05,5,2151,100,48.540000000000006,52.496905000000005,90.58999999988932,Indonesia
2039-06-18,P016,85,E,North,93.78,42.6,3,2396,385,51.18,53.82972,93.78000000005432,Bhutan
2039-06-19,P003,83,C,West,20.79,1.42,1,741,494,19.37,20.494782,20.790000000028428,Afghanistan
2039-06-20,P008,78,C,West,25.62,6.17,4,3874,92,19.450000000000003,24.039246,25.619999999891835,Afghanistan
2039-06-21,P008,67,B,South,89.67,44.01,3,1242,59,45.66,50.206233000000005,89.66999999999467,Maldives
2039-06-22,P013,70,A,North,75.41,47.63,5,4331,302,27.78,39.492217,75.41000000002242,Bhutan
